HTTP/1.1 200 OK
Date: Thu, 09 Nov 2017 23:39:12 GMT
Server: Apache/2.4.18 (Ubuntu)
Content-Disposition: attachment; filename=VOTOS_GOVERNADOR_MUNZONA_2010.csv
Set-Cookie: session=eyJsb2NhbGUiOnsiIGIiOiJjSFE9In19.DOZ4oA.JH5d3mY2TL9VgS-JS2_WKOFYxwg; HttpOnly; Path=/
Content-Length: 286245
Content-Type: text/csv; charset=utf-8

"NUM_ZONA","UF","DESCRICAO_CARGO","NOME_MUNICIPIO","QTDE_VOTOS"
"176","MG","GOVERNADOR","Mesquita","3782"
"176","PR","GOVERNADOR","Curitiba","83590"
"176","RJ","GOVERNADOR","Rio de Janeiro","39087"
"176","SP","GOVERNADOR","Guarulhos","124703"
"177","BA","GOVERNADOR","Belo Campo","9322"
"177","BA","GOVERNADOR","Tremedal","9841"
"177","MG","GOVERNADOR","Berilo","5980"
"177","MG","GOVERNADOR","Chapada do Norte","6038"
"177","MG","GOVERNADOR","Francisco Badaró","4415"
"177","MG","GOVERNADOR","Jenipapo de Minas","3156"
"177","MG","GOVERNADOR","Minas Novas","12899"
"177","PR","GOVERNADOR","Curitiba","114276"
"177","RJ","GOVERNADOR","Rio de Janeiro","39823"
"177","SP","GOVERNADOR","São Vicente","79486"
"178","BA","GOVERNADOR","Santo Amaro","33916"
"178","BA","GOVERNADOR","Saubara","7592"
"178","MG","GOVERNADOR","Miraí","8096"
"178","MG","GOVERNADOR","São Sebastião da Vargem Alegre","2198"
"178","PR","GOVERNADOR","Curitiba","91836"
"178","RJ","GOVERNADOR","Rio de Janeiro","29370"
"178","SP","GOVERNADOR","Colina","10992"
"178","SP","GOVERNADOR","Jaborandi","4004"
"179","BA","GOVERNADOR","Jaguarari","16287"
"179","MG","GOVERNADOR","Monte Alegre de Minas","11353"
"179","PR","GOVERNADOR","Apucarana","42894"
"179","RJ","GOVERNADOR","Rio de Janeiro","84162"
"179","SP","GOVERNADOR","Catiguá","4761"
"179","SP","GOVERNADOR","Ibirá","6276"
"179","SP","GOVERNADOR","Novais","2591"
"179","SP","GOVERNADOR","Pindorama","9174"
"179","SP","GOVERNADOR","Tabapuã","7187"
"18","AL","GOVERNADOR","Barra de São Miguel","8316"
"18","AL","GOVERNADOR","Jequiá da Praia","11082"
"18","AL","GOVERNADOR","Roteiro","6090"
"18","AL","GOVERNADOR","São Miguel dos Campos","57187"
"18","AM","GOVERNADOR","Barcelos","5398"
"18","BA","GOVERNADOR","Salvador","70190"
"18","CE","GOVERNADOR","Antonina do Norte","4351"
"18","CE","GOVERNADOR","Assaré","12638"
"18","CE","GOVERNADOR","Tarrafas","5178"
"18","DF","GOVERNADOR","Brasília","129696"
"18","ES","GOVERNADOR","Ibatiba","13249"
"18","ES","GOVERNADOR","Irupi","6754"
"18","ES","GOVERNADOR","Iúna","16116"
"18","GO","GOVERNADOR","Chapadão do Céu","7593"
"18","GO","GOVERNADOR","Jataí","98940"
"18","GO","GOVERNADOR","Perolândia","4142"
"18","GO","GOVERNADOR","Serranópolis","7960"
"18","MA","GOVERNADOR","Bacabeira","8762"
"18","MA","GOVERNADOR","Rosário","20408"
"18","MA","GOVERNADOR","Santa Rita","14688"
"18","MG","GOVERNADOR","Arcos","24162"
"18","MG","GOVERNADOR","Pains","5576"
"18","MS","GOVERNADOR","Douradina","3286"
"18","MS","GOVERNADOR","Dourados","61956"
"18","MT","GOVERNADOR","Curvelândia","3177"
"18","MT","GOVERNADOR","Glória D'Oeste","1963"
"18","MT","GOVERNADOR","Mirassol d'Oeste","14113"
"18","MT","GOVERNADOR","Porto Esperidião","5837"
"18","MT","GOVERNADOR","São José dos Quatro Marcos","11160"
"18","PA","GOVERNADOR","Altamira","91597"
"18","PA","GOVERNADOR","Brasil Novo","18247"
"18","PA","GOVERNADOR","Vitória do Xingu","11785"
"18","PB","GOVERNADOR","Natuba","9760"
"18","PB","GOVERNADOR","Santa Cecília","8717"
"18","PB","GOVERNADOR","Umbuzeiro","10090"
"18","PE","GOVERNADOR","Vitória de Santo Antão","64603"
"18","PI","GOVERNADOR","Lagoa do Sítio","6991"
"18","PI","GOVERNADOR","Novo Oriente do Piauí","8031"
"18","PI","GOVERNADOR","Valença do Piauí","23548"
"18","PR","GOVERNADOR","Jaguariaíva","19670"
"18","RJ","GOVERNADOR","Rio de Janeiro","22910"
"18","RN","GOVERNADOR","Angicos","7979"
"18","RN","GOVERNADOR","Fernando Pedroza","2579"
"18","RO","GOVERNADOR","Alvorada D'Oeste","18726"
"18","RO","GOVERNADOR","Urupá","14513"
"18","RS","GOVERNADOR","Dom Pedrito","23850"
"18","SC","GOVERNADOR","Catanduvas","5841"
"18","SC","GOVERNADOR","Jaborá","3116"
"18","SC","GOVERNADOR","Joaçaba","17779"
"18","SC","GOVERNADOR","Luzerna","4096"
"18","SC","GOVERNADOR","Vargem Bonita","3273"
"18","SE","GOVERNADOR","Monte Alegre de Sergipe","7629"
"18","SE","GOVERNADOR","Porto da Folha","16044"
"18","SP","GOVERNADOR","Arapeí","1802"
"18","SP","GOVERNADOR","Bananal","6526"
"18","SP","GOVERNADOR","São José do Barreiro","2805"
"18","TO","GOVERNADOR","Palmeirópolis","4209"
"18","TO","GOVERNADOR","Paranã","5535"
"18","TO","GOVERNADOR","São Salvador do Tocantins","1933"
"180","BA","GOVERNADOR","Lauro de Freitas","80574"
"180","MG","GOVERNADOR","Gameleiras","3024"
"180","MG","GOVERNADOR","Mato Verde","7998"
"180","MG","GOVERNADOR","Monte Azul","13501"
"180","PR","GOVERNADOR","Arapongas","29876"
"180","PR","GOVERNADOR","Sabáudia","4153"
"180","RJ","GOVERNADOR","Rio de Janeiro","66962"
"180","SP","GOVERNADOR","Ocauçu","2687"
"180","SP","GOVERNADOR","Oriente","4100"
"180","SP","GOVERNADOR","Vera Cruz","6896"
"181","BA","GOVERNADOR","Pindobaçu","10917"
"181","MG","GOVERNADOR","Douradoquara","1526"
"181","MG","GOVERNADOR","Iraí de Minas","4570"
"181","MG","GOVERNADOR","Monte Carmelo","28841"
"181","MG","GOVERNADOR","Romaria","2642"
"181","PR","GOVERNADOR","Cambé","33672"
"181","RJ","GOVERNADOR","Iguaba Grande","14516"
"181","SP","GOVERNADOR","Suzano","84424"
"182","BA","GOVERNADOR","Riachão das Neves","12485"
"182","MG","GOVERNADOR","Arceburgo","5651"
"182","MG","GOVERNADOR","Monte Santo de Minas","13283"
"182","PR","GOVERNADOR","Balsa Nova","7683"
"182","PR","GOVERNADOR","Campo Largo","22739"
"182","RJ","GOVERNADOR","Rio de Janeiro","62352"
"182","SP","GOVERNADOR","Alfredo Marcondes","2818"
"182","SP","GOVERNADOR","Anhumas","2567"
"182","SP","GOVERNADOR","Santo Expedito","2016"
"182","SP","GOVERNADOR","Álvares Machado","13454"
"183","BA","GOVERNADOR","Teixeira de Freitas","65770"
"183","MG","GOVERNADOR","Monte Sião","12910"
"183","PR","GOVERNADOR","Campo Mourão","28537"
"183","PR","GOVERNADOR","Janiópolis","4481"
"183","RJ","GOVERNADOR","Porto Real","11220"
"183","RJ","GOVERNADOR","Quatis","8044"
"183","SP","GOVERNADOR","Ribeirão Pires","51986"
"184","BA","GOVERNADOR","Conceição do Almeida","10345"
"184","BA","GOVERNADOR","Sapeaçu","10503"
"184","BA","GOVERNADOR","São Felipe","12016"
"184","MG","GOVERNADOR","Claro dos Poções","5423"
"184","MG","GOVERNADOR","Montes Claros","46363"
"184","PR","GOVERNADOR","Cascavel","37923"
"184","RJ","GOVERNADOR","Rio das Ostras","49799"
"184","SP","GOVERNADOR","Bastos","13531"
"184","SP","GOVERNADOR","Herculândia","5329"
"184","SP","GOVERNADOR","Iacri","4170"
"184","SP","GOVERNADOR","Rinópolis","6150"
"185","BA","GOVERNADOR","Itanagra","3313"
"185","BA","GOVERNADOR","Mata de São João","24465"
"185","MG","GOVERNADOR","Mirabela","7737"
"185","MG","GOVERNADOR","Montes Claros","54300"
"185","MG","GOVERNADOR","Patis","3177"
"185","PR","GOVERNADOR","Cascavel","35038"
"185","RJ","GOVERNADOR","Rio de Janeiro","46099"
"185","SP","GOVERNADOR","Guarulhos","89288"
"186","BA","GOVERNADOR","Dias d'Ávila","31474"
"186","MG","GOVERNADOR","Biquinhas","2051"
"186","MG","GOVERNADOR","Morada Nova de Minas","5286"
"186","PR","GOVERNADOR","Colombo","73704"
"186","RJ","GOVERNADOR","São João de Meriti","53383"
"186","SP","GOVERNADOR","Santa Bárbara d'Oeste","111360"
"187","BA","GOVERNADOR","Formosa do Rio Preto","11675"
"187","MG","GOVERNADOR","Laranjal","4679"
"187","MG","GOVERNADOR","Muriaé","60583"
"187","MG","GOVERNADOR","Rosário da Limeira","3960"
"187","PR","GOVERNADOR","Pinhais","37281"
"187","RJ","GOVERNADOR","São João de Meriti","51168"
"187","SP","GOVERNADOR","Nova Canaã Paulista","1562"
"187","SP","GOVERNADOR","Rubinéia","1877"
"187","SP","GOVERNADOR","Santa Clara d'Oeste","1668"
"187","SP","GOVERNADOR","Santa Fé do Sul","18437"
"187","SP","GOVERNADOR","Santa Rita d'Oeste","1833"
"187","SP","GOVERNADOR","Santana da Ponte Pensa","1235"
"187","SP","GOVERNADOR","Três Fronteiras","3552"
"188","BA","GOVERNADOR","Eunápolis","50348"
"188","BA","GOVERNADOR","Itagimirim","3916"
"188","BA","GOVERNADOR","Itapebi","4821"
"188","MG","GOVERNADOR","Mutum","16272"
"188","PR","GOVERNADOR","Pinhais","33124"
"188","RJ","GOVERNADOR","Rio de Janeiro","37567"
"188","SP","GOVERNADOR","Leme","56091"
"188","SP","GOVERNADOR","Santa Cruz da Conceição","2730"
"189","BA","GOVERNADOR","Guaratinga","10834"
"189","BA","GOVERNADOR","Itabela","14956"
"189","MG","GOVERNADOR","Juruaia","5642"
"189","MG","GOVERNADOR","Muzambinho","13680"
"189","PR","GOVERNADOR","Londrina","34289"
"189","RJ","GOVERNADOR","Rio de Janeiro","36982"
"189","SP","GOVERNADOR","Itanhaém","46420"
"189","SP","GOVERNADOR","Mongaguá","25913"
"19","AL","GOVERNADOR","Olivença","12072"
"19","AL","GOVERNADOR","Santana do Ipanema","45101"
"19","AM","GOVERNADOR","São Gabriel da Cachoeira","15539"
"19","BA","GOVERNADOR","Salvador","100346"
"19","CE","GOVERNADOR","Tauá","32620"
"19","DF","GOVERNADOR","Brasília","136058"
"19","ES","GOVERNADOR","Muniz Freire","11227"
"19","GO","GOVERNADOR","Luziânia","110114"
"19","MA","GOVERNADOR","Timon","46310"
"19","MG","GOVERNADOR","Alterosa","8993"
"19","MG","GOVERNADOR","Areado","9153"
"19","MS","GOVERNADOR","Aral Moreira","4967"
"19","MS","GOVERNADOR","Laguna Carapã","3531"
"19","MS","GOVERNADOR","Ponta Porã","18013"
"19","MT","GOVERNADOR","Tangará da Serra","44742"
"19","PA","GOVERNADOR","Monte Alegre","60795"
"19","PB","GOVERNADOR","Areial","8330"
"19","PB","GOVERNADOR","Esperança","36649"
"19","PB","GOVERNADOR","Montadas","6095"
"19","PE","GOVERNADOR","Escada","36995"
"19","PI","GOVERNADOR","Campo Grande do Piauí","7127"
"19","PI","GOVERNADOR","Jaicós","16291"
"19","PI","GOVERNADOR","Massapê do Piauí","8372"
"19","PI","GOVERNADOR","Patos do Piauí","8339"
"19","PR","GOVERNADOR","Jaboti","3070"
"19","PR","GOVERNADOR","Pinhalão","4492"
"19","PR","GOVERNADOR","Tomazina","5429"
"19","RJ","GOVERNADOR","Rio de Janeiro","40852"
"19","RN","GOVERNADOR","Barcelona","3374"
"19","RN","GOVERNADOR","Lagoa de Velhos","2524"
"19","RN","GOVERNADOR","Ruy Barbosa","2877"
"19","RN","GOVERNADOR","São Tomé","7187"
"19","RO","GOVERNADOR","Alto Alegre dos Parecis","12770"
"19","RO","GOVERNADOR","Parecis","4528"
"19","RO","GOVERNADOR","Santa Luzia D'Oeste","11271"
"19","RO","GOVERNADOR","São Felipe D'Oeste","7985"
"19","RS","GOVERNADOR","Amaral Ferrador","4161"
"19","RS","GOVERNADOR","Encruzilhada do Sul","16200"
"19","SC","GOVERNADOR","Garuva","8067"
"19","SC","GOVERNADOR","Itapoá","7497"
"19","SC","GOVERNADOR","Joinville","73295"
"19","SE","GOVERNADOR","Propriá","16782"
"19","SP","GOVERNADOR","Bariri","18486"
"19","SP","GOVERNADOR","Itaju","2089"
"19","TO","GOVERNADOR","Almas","4107"
"19","TO","GOVERNADOR","Chapada da Natividade","2263"
"19","TO","GOVERNADOR","Conceição do Tocantins","2481"
"19","TO","GOVERNADOR","Natividade","5380"
"19","TO","GOVERNADOR","Santa Rosa do Tocantins","2862"
"190","BA","GOVERNADOR","Brejolândia","5604"
"190","BA","GOVERNADOR","Serra Dourada","10666"
"190","BA","GOVERNADOR","Tabocas do Brejo Velho","6851"
"190","MG","GOVERNADOR","Nanuque","22372"
"190","MG","GOVERNADOR","Serra dos Aimorés","4372"
"190","PR","GOVERNADOR","Londrina","59261"
"190","RJ","GOVERNADOR","Rio de Janeiro","36583"
"190","SP","GOVERNADOR","Aparecida","23839"
"190","SP","GOVERNADOR","Potim","8893"
"190","SP","GOVERNADOR","Roseira","6056"
"191","BA","GOVERNADOR","Capela do Alto Alegre","6790"
"191","BA","GOVERNADOR","Capim Grosso","14714"
"191","BA","GOVERNADOR","Gavião","3042"
"191","BA","GOVERNADOR","Nova Fátima","5139"
"191","BA","GOVERNADOR","Quixabeira","5410"
"191","BA","GOVERNADOR","São José do Jacuípe","5475"
"191","MG","GOVERNADOR","Conceição das Pedras","2038"
"191","MG","GOVERNADOR","Heliodora","4113"
"191","MG","GOVERNADOR","Natércia","3385"
"191","PR","GOVERNADOR","Londrina","47297"
"191","RJ","GOVERNADOR","Rio de Janeiro","44556"
"191","SP","GOVERNADOR","Ibiúna","42661"
"192","BA","GOVERNADOR","Conceição do Jacuípe","16731"
"192","BA","GOVERNADOR","Teodoro Sampaio","4862"
"192","BA","GOVERNADOR","Terra Nova","7401"
"192","MG","GOVERNADOR","Nepomuceno","15977"
"192","PR","GOVERNADOR","Floresta","4097"
"192","PR","GOVERNADOR","Maringá","43188"
"192","RJ","GOVERNADOR","Rio de Janeiro","51626"
"192","SP","GOVERNADOR","Caieiras","50480"
"192","SP","GOVERNADOR","Franco da Rocha","74213"
"193","BA","GOVERNADOR","Iaçu","13367"
"193","BA","GOVERNADOR","Marcionílio Souza","5230"
"193","BA","GOVERNADOR","Milagres","6745"
"193","MG","GOVERNADOR","Bela Vista de Minas","6071"
"193","MG","GOVERNADOR","Nova Era","11573"
"193","PR","GOVERNADOR","Doutor Camargo","4111"
"193","PR","GOVERNADOR","Maringá","36246"
"193","RJ","GOVERNADOR","Rio de Janeiro","31530"
"193","SP","GOVERNADOR","Cravinhos","19364"
"193","SP","GOVERNADOR","Serra Azul","5075"
"194","BA","GOVERNADOR","Anguera","6555"
"194","BA","GOVERNADOR","Serra Preta","11904"
"194","MG","GOVERNADOR","Nova Lima","49213"
"194","MG","GOVERNADOR","Raposos","10189"
"194","MG","GOVERNADOR","Rio Acima","5894"
"194","PR","GOVERNADOR","Matinhos","17280"
"194","PR","GOVERNADOR","Pontal do Paraná","11076"
"194","RJ","GOVERNADOR","Duque de Caxias","31634"
"194","SP","GOVERNADOR","Porto Ferreira","32197"
"195","BA","GOVERNADOR","Pilão Arcado","16375"
"195","MG","GOVERNADOR","Bom Jesus da Penha","2542"
"195","MG","GOVERNADOR","Nova Resende","9496"
"195","PR","GOVERNADOR","Campina Grande do Sul","23639"
"195","PR","GOVERNADOR","Quatro Barras","10986"
"195","RJ","GOVERNADOR","Teresópolis","52853"
"195","SP","GOVERNADOR","Presidente Epitácio","23694"
"196","BA","GOVERNADOR","Contendas do Sincorá","2604"
"196","BA","GOVERNADOR","Tanhaçu","12671"
"196","MG","GOVERNADOR","Caraí","9288"
"196","MG","GOVERNADOR","Catuji","4993"
"196","MG","GOVERNADOR","Itaipé","5374"
"196","MG","GOVERNADOR","Novo Cruzeiro","13996"
"196","PR","GOVERNADOR","Manoel Ribas","8208"
"196","PR","GOVERNADOR","Nova Tebas","4496"
"196","RJ","GOVERNADOR","São José do Vale do Rio Preto","12496"
"196","SP","GOVERNADOR","Junqueirópolis","10816"
"197","BA","GOVERNADOR","Gentio do Ouro","6360"
"197","MG","GOVERNADOR","Carmópolis de Minas","10173"
"197","MG","GOVERNADOR","Oliveira","25741"
"197","MG","GOVERNADOR","São Francisco de Paula","4540"
"197","PR","GOVERNADOR","Ponta Grossa","29935"
"197","RJ","GOVERNADOR","São Gonçalo","30146"
"197","SP","GOVERNADOR","Guariba","22231"
"197","SP","GOVERNADOR","Pradópolis","10529"
"198","BA","GOVERNADOR","Uruçuca","12437"
"198","MG","GOVERNADOR","Ouro Branco","22401"
"198","PR","GOVERNADOR","Ponta Grossa","34152"
"198","RJ","GOVERNADOR","Itatiaia","17883"
"198","RJ","GOVERNADOR","Resende","24675"
"198","SP","GOVERNADOR","Tambaú","13955"
"199","BA","GOVERNADOR","América Dourada","8295"
"199","BA","GOVERNADOR","João Dourado","12342"
"199","MG","GOVERNADOR","Inconfidentes","4990"
"199","MG","GOVERNADOR","Ouro Fino","19811"
"199","PR","GOVERNADOR","São José dos Pinhais","50057"
"199","PR","GOVERNADOR","Tijucas do Sul","8473"
"199","RJ","GOVERNADOR","Niterói","48539"
"199","SP","GOVERNADOR","Barueri","93054"
"2","AC","GOVERNADOR","Xapuri","8150"
"2","AL","GOVERNADOR","Maceió","243930"
"2","AM","GOVERNADOR","Manaus","53821"
"2","AP","GOVERNADOR","Macapá","252395"
"2","BA","GOVERNADOR","Salvador","65061"
"2","CE","GOVERNADOR","Fortaleza","109737"
"2","DF","GOVERNADOR","Brasília","127497"
"2","ES","GOVERNADOR","Atilio Vivacqua","6802"
"2","ES","GOVERNADOR","Cachoeiro de Itapemirim","107009"
"2","ES","GOVERNADOR","Vargem Alta","11286"
"2","GO","GOVERNADOR","Goiânia","186986"
"2","MA","GOVERNADOR","São Luís","44271"
"2","MG","GOVERNADOR","Abre Campo","8514"
"2","MG","GOVERNADOR","Caputira","5785"
"2","MG","GOVERNADOR","Matipó","10576"
"2","MG","GOVERNADOR","Pedra Bonita","4193"
"2","MG","GOVERNADOR","Santa Margarida","9368"
"2","MG","GOVERNADOR","Sericita","4651"
"2","MS","GOVERNADOR","Itaquiraí","9716"
"2","MS","GOVERNADOR","Naviraí","26839"
"2","MT","GOVERNADOR","Guiratinga","7140"
"2","MT","GOVERNADOR","Tesouro","1708"
"2","PA","GOVERNADOR","Cachoeira do Arari","21244"
"2","PA","GOVERNADOR","Santa Cruz do Arari","8125"
"2","PB","GOVERNADOR","Lucena","14885"
"2","PB","GOVERNADOR","Santa Rita","140070"
"2","PE","GOVERNADOR","Recife","62079"
"2","PI","GOVERNADOR","Teresina","139374"
"2","PR","GOVERNADOR","Curitiba","113176"
"2","RJ","GOVERNADOR","Rio de Janeiro","39442"
"2","RN","GOVERNADOR","Natal","78522"
"2","RO","GOVERNADOR","Porto Velho","51121"
"2","RR","GOVERNADOR","Caracaraí","17270"
"2","RR","GOVERNADOR","Iracema","8240"
"2","RR","GOVERNADOR","Mucajaí","16210"
"2","RS","GOVERNADOR","Porto Alegre","103109"
"2","SC","GOVERNADOR","Antônio Carlos","5612"
"2","SC","GOVERNADOR","Biguaçu","34546"
"2","SC","GOVERNADOR","Governador Celso Ramos","9981"
"2","SE","GOVERNADOR","Aracaju","73606"
"2","SP","GOVERNADOR","São Paulo","138830"
"2","TO","GOVERNADOR","Aliança do Tocantins","3512"
"2","TO","GOVERNADOR","Cariri do Tocantins","2115"
"2","TO","GOVERNADOR","Crixás do Tocantins","935"
"2","TO","GOVERNADOR","Gurupi","42789"
"20","AL","GOVERNADOR","Traipu","24013"
"20","AM","GOVERNADOR","Benjamin Constant","12474"
"20","BA","GOVERNADOR","Salvador","69355"
"20","CE","GOVERNADOR","Crateús","40660"
"20","CE","GOVERNADOR","Ipaporanga","6664"
"20","DF","GOVERNADOR","Brasília","130504"
"20","ES","GOVERNADOR","Aracruz","48797"
"20","GO","GOVERNADOR","Cezarina","11529"
"20","GO","GOVERNADOR","Palmeiras de Goiás","27573"
"20","MA","GOVERNADOR","Cajari","9296"
"20","MA","GOVERNADOR","Viana","25573"
"20","MG","GOVERNADOR","Baependi","12465"
"20","MS","GOVERNADOR","Porto Murtinho","6696"
"20","MT","GOVERNADOR","Várzea Grande","51822"
"20","PA","GOVERNADOR","Mojuí dos Campos","22013"
"20","PA","GOVERNADOR","Santarém","97175"
"20","PB","GOVERNADOR","Araruna","20079"
"20","PB","GOVERNADOR","Cacimba de Dentro","19540"
"20","PB","GOVERNADOR","Riachão","4985"
"20","PB","GOVERNADOR","Tacima","11065"
"20","PE","GOVERNADOR","Carpina","41895"
"20","PE","GOVERNADOR","Lagoa do Carro","10090"
"20","PI","GOVERNADOR","Campo Alegre do Fidalgo","6214"
"20","PI","GOVERNADOR","Capitão Gervásio Oliveira","5030"
"20","PI","GOVERNADOR","João Costa","4553"
"20","PI","GOVERNADOR","Lagoa do Barro do Piauí","5511"
"20","PI","GOVERNADOR","Nova Santa Rita","5724"
"20","PI","GOVERNADOR","Pedro Laurentino","3898"
"20","PI","GOVERNADOR","São João do Piauí","20001"
"20","PR","GOVERNADOR","Santana do Itararé","3528"
"20","PR","GOVERNADOR","São José da Boa Vista","3780"
"20","PR","GOVERNADOR","Wenceslau Braz","11648"
"20","RJ","GOVERNADOR","Rio de Janeiro","37338"
"20","RN","GOVERNADOR","Cerro Corá","6505"
"20","RN","GOVERNADOR","Currais Novos","26180"
"20","RN","GOVERNADOR","Lagoa Nova","8615"
"20","RO","GOVERNADOR","Porto Velho","43261"
"20","RS","GOVERNADOR","Aratiba","5002"
"20","RS","GOVERNADOR","Barra do Rio Azul","1654"
"20","RS","GOVERNADOR","Erechim","30451"
"20","RS","GOVERNADOR","Itatiba do Sul","3218"
"20","RS","GOVERNADOR","Mariano Moro","1733"
"20","RS","GOVERNADOR","Severiano de Almeida","2881"
"20","RS","GOVERNADOR","Três Arroios","2231"
"20","SC","GOVERNADOR","Laguna","33037"
"20","SE","GOVERNADOR","Divina Pastora","2690"
"20","SE","GOVERNADOR","Malhador","7523"
"20","SE","GOVERNADOR","Riachuelo","5916"
"20","SE","GOVERNADOR","Santa Rosa de Lima","2772"
"20","SP","GOVERNADOR","São Paulo","104083"
"20","TO","GOVERNADOR","Jaú do Tocantins","2409"
"20","TO","GOVERNADOR","Peixe","5757"
"20","TO","GOVERNADOR","Sucupira","1223"
"20","TO","GOVERNADOR","São Valério","3051"
"200","BA","GOVERNADOR","Pojuca","20134"
"200","MG","GOVERNADOR","Ouro Preto","46834"
"200","PR","GOVERNADOR","São José dos Pinhais","48151"
"200","RJ","GOVERNADOR","Duque de Caxias","33751"
"200","SP","GOVERNADOR","Barra Bonita","24389"
"200","SP","GOVERNADOR","Igaraçu do Tietê","15263"
"201","BA","GOVERNADOR","Itambé","13699"
"201","MG","GOVERNADOR","Barão de Monte Alto","4066"
"201","MG","GOVERNADOR","Palma","4081"
"201","PR","GOVERNADOR","Toledo","27116"
"201","RJ","GOVERNADOR","Nilópolis","30396"
"201","SP","GOVERNADOR","Itapecerica da Serra","86487"
"201","SP","GOVERNADOR","Juquitiba","16629"
"201","SP","GOVERNADOR","São Lourenço da Serra","8185"
"202","BA","GOVERNADOR","Caravelas","9700"
"202","MG","GOVERNADOR","Florestal","4565"
"202","MG","GOVERNADOR","Igaratinga","5405"
"202","MG","GOVERNADOR","Onça de Pitangui","2298"
"202","MG","GOVERNADOR","Pará de Minas","50486"
"202","MG","GOVERNADOR","Pequi","2890"
"202","MG","GOVERNADOR","São Gonçalo do Pará","6339"
"202","MG","GOVERNADOR","São José da Varginha","2745"
"202","PR","GOVERNADOR","Umuarama","26044"
"202","RJ","GOVERNADOR","Volta Redonda","41716"
"202","SP","GOVERNADOR","Altinópolis","10418"
"202","SP","GOVERNADOR","Santo Antônio da Alegria","4216"
"203","BA","GOVERNADOR","Itacaré","8827"
"203","MG","GOVERNADOR","Paracatu","47922"
"203","PR","GOVERNADOR","Cantagalo","7136"
"203","PR","GOVERNADOR","Goioxim","4162"
"203","PR","GOVERNADOR","Virmond","2843"
"203","RJ","GOVERNADOR","Barra Mansa","33637"
"203","SP","GOVERNADOR","Terra Roxa","5334"
"203","SP","GOVERNADOR","Viradouro","11053"
"204","BA","GOVERNADOR","Lençóis","4801"
"204","MG","GOVERNADOR","Fama","2063"
"204","MG","GOVERNADOR","Paraguaçu","13262"
"204","PR","GOVERNADOR","Foz do Iguaçu","33236"
"204","RJ","GOVERNADOR","Rio de Janeiro","28704"
"204","SP","GOVERNADOR","Jardinópolis","20223"
"205","BA","GOVERNADOR","Luís Eduardo Magalhães","20814"
"205","MG","GOVERNADOR","Consolação","1330"
"205","MG","GOVERNADOR","Gonçalves","2818"
"205","MG","GOVERNADOR","Paraisópolis","12807"
"205","MG","GOVERNADOR","Sapucaí-Mirim","3703"
"205","PR","GOVERNADOR","Foz do Iguaçu","28493"
"205","PR","GOVERNADOR","Santa Terezinha de Itaipu","13019"
"205","RJ","GOVERNADOR","Rio de Janeiro","23339"
"205","SP","GOVERNADOR","Cerqueira César","10335"
"205","SP","GOVERNADOR","Iaras","2655"
"205","SP","GOVERNADOR","Águas de Santa Bárbara","3496"
"206","MG","GOVERNADOR","Araçaí","2006"
"206","MG","GOVERNADOR","Caetanópolis","6087"
"206","MG","GOVERNADOR","Cordisburgo","5242"
"206","MG","GOVERNADOR","Paraopeba","14581"
"206","PR","GOVERNADOR","Sarandi","46383"
"206","RJ","GOVERNADOR","Rio de Janeiro","25909"
"206","SP","GOVERNADOR","Caraguatatuba","54110"
"207","MG","GOVERNADOR","Passa Quatro","10399"
"207","RJ","GOVERNADOR","Rio de Janeiro","24322"
"207","SP","GOVERNADOR","Irapuã","4346"
"207","SP","GOVERNADOR","Sales","3466"
"207","SP","GOVERNADOR","Urupês","8170"
"208","MG","GOVERNADOR","Passa Tempo","5572"
"208","MG","GOVERNADOR","Piracema","4736"
"208","RJ","GOVERNADOR","Rio de Janeiro","24774"
"208","SP","GOVERNADOR","Miguelópolis","12347"
"209","MG","GOVERNADOR","Passos","63211"
"209","MG","GOVERNADOR","São João Batista do Glória","4698"
"209","RJ","GOVERNADOR","Rio de Janeiro","29785"
"209","SP","GOVERNADOR","Laranjal Paulista","16145"
"21","AL","GOVERNADOR","Santana do Mundaú","11373"
"21","AL","GOVERNADOR","União dos Palmares","61102"
"21","AM","GOVERNADOR","Carauari","9617"
"21","BA","GOVERNADOR","Acajutiba","7884"
"21","BA","GOVERNADOR","Conde","11146"
"21","BA","GOVERNADOR","Esplanada","16684"
"21","CE","GOVERNADOR","Ipu","21893"
"21","CE","GOVERNADOR","Pires Ferreira","5043"
"21","DF","GOVERNADOR","Brasília","138692"
"21","ES","GOVERNADOR","Jaguaré","15043"
"21","ES","GOVERNADOR","São Mateus","56524"
"21","GO","GOVERNADOR","Mineiros","55383"
"21","GO","GOVERNADOR","Portelândia","5133"
"21","GO","GOVERNADOR","Santa Rita do Araguaia","5844"
"21","MA","GOVERNADOR","Barão de Grajaú","9284"
"21","MA","GOVERNADOR","São Francisco do Maranhão","6388"
"21","MG","GOVERNADOR","Bambuí","14421"
"21","MG","GOVERNADOR","Medeiros","2263"
"21","MG","GOVERNADOR","Tapiraí","1802"
"21","MS","GOVERNADOR","Rio Verde de Mato Grosso","10991"
"21","MT","GOVERNADOR","Itanhangá","2964"
"21","MT","GOVERNADOR","Lucas do Rio Verde","21736"
"21","MT","GOVERNADOR","Tapurah","4607"
"21","PA","GOVERNADOR","Alenquer","48269"
